Driver,DriverNumber,Team,LapNumber,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,IsPersonalBest,TrackStatus,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s,PitInTime_s,PitOutTime_s
ALB,23,Williams,13.0,252.0,257.0,290.0,46.0,SOFT,1.0,True,False,1,,,20.718,41.785,,4933.584
ALB,23,Williams,14.0,248.0,224.0,285.0,287.0,SOFT,2.0,True,False,1,102.551,33.776,21.619,47.156,,
ALB,23,Williams,15.0,263.0,297.0,290.0,285.0,SOFT,3.0,True,True,1,81.664,28.869,17.8,34.995,,
ALB,23,Williams,16.0,174.0,221.0,134.0,218.0,SOFT,4.0,True,False,1,,42.42,26.958,89.376,,
ALB,23,Williams,17.0,186.0,289.0,,250.0,SOFT,5.0,True,False,1,,36.263,21.918,,5492.796,
HUL,27,Audi,1.0,241.0,257.0,279.0,144.0,SOFT,1.0,True,False,1,115.013,55.264,20.326,39.423,,1718.2
HUL,27,Audi,2.0,259.0,270.0,273.0,273.0,SOFT,2.0,True,True,1,100.144,31.315,19.501,49.328,,
HUL,27,Audi,3.0,257.0,293.0,300.0,290.0,SOFT,3.0,True,True,1,82.129,29.258,17.75,35.121,,
HUL,27,Audi,4.0,204.0,264.0,271.0,214.0,SOFT,4.0,True,False,12,120.064,41.722,27.356,50.986,,
HUL,27,Audi,5.0,256.0,287.0,175.0,288.0,SOFT,5.0,True,False,26,94.645,28.955,17.708,47.982,,
HUL,27,Audi,6.0,207.0,258.0,189.0,161.0,SOFT,6.0,True,False,6,115.975,42.254,25.513,48.208,,
HUL,27,Audi,7.0,218.0,,,177.0,SOFT,7.0,True,False,6512,,37.204,,,2439.528,
HUL,27,Audi,8.0,259.0,262.0,284.0,155.0,SOFT,8.0,False,False,1,117.94,61.028,19.539,37.373,,2989.638
HUL,27,Audi,9.0,260.0,258.0,281.0,286.0,SOFT,9.0,False,False,1,96.537,29.707,19.381,47.449,,
HUL,27,Audi,10.0,258.0,291.0,309.0,314.0,SOFT,10.0,False,True,1,81.067,28.434,17.717,34.916,,
HUL,27,Audi,11.0,224.0,261.0,,223.0,SOFT,11.0,False,False,1,123.3,41.905,20.283,61.112,3365.096,
HUL,27,Audi,12.0,255.0,228.0,276.0,216.0,SOFT,12.0,False,False,1,112.306,38.848,19.739,53.719,,3389.111
HUL,27,Audi,13.0,249.0,295.0,304.0,292.0,SOFT,13.0,False,False,12,81.716,28.938,17.592,35.186,,
HUL,27,Audi,14.0,190.0,240.0,,235.0,SOFT,14.0,False,False,1,,33.023,24.16,,3684.082,
HUL,27,Audi,15.0,258.0,253.0,284.0,193.0,SOFT,1.0,True,False,1,95.606,37.86,19.613,38.133,,4038.627
HUL,27,Audi,16.0,261.0,229.0,276.0,273.0,SOFT,2.0,True,False,1,89.567,30.068,19.949,39.55,,
HUL,27,Audi,17.0,258.0,285.0,252.0,307.0,SOFT,3.0,True,False,1,82.51,28.381,17.766,36.363,,
HUL,27,Audi,18.0,165.0,203.0,,194.0,SOFT,4.0,True,False,125,,43.356,27.898,,4428.659,
HUL,27,Audi,19.0,255.0,235.0,271.0,176.0,SOFT,5.0,False,False,1,126.538,58.681,19.768,48.089,,4979.684
HUL,27,Audi,20.0,258.0,283.0,304.0,292.0,SOFT,6.0,False,False,1,81.644,28.939,17.937,34.768,,
HUL,27,Audi,21.0,180.0,221.0,3.0,244.0,SOFT,7.0,False,False,1,,35.197,26.044,96.238,,
HUL,27,Audi,22.0,228.0,294.0,,152.0,SOFT,8.0,False,False,1,,39.194,19.132,,5421.78,
LAW,30,Racing Bulls,1.0,234.0,258.0,278.0,124.0,HARD,1.0,True,False,1,135.09,71.225,21.079,42.786,,2889.237
LAW,30,Racing Bulls,2.0,262.0,302.0,298.0,299.0,HARD,2.0,True,True,1,82.199,29.159,17.68,35.36,,
LAW,30,Racing Bulls,3.0,179.0,210.0,278.0,245.0,HARD,3.0,True,False,1,112.355,41.477,27.07,43.808,,
LAW,30,Racing Bulls,4.0,258.0,304.0,310.0,299.0,HARD,4.0,True,True,1,81.466,28.765,17.642,35.059,,
LAW,30,Racing Bulls,5.0,144.0,230.0,279.0,292.0,HARD,5.0,True,False,1,109.68,36.628,26.554,46.498,,
LAW,30,Racing Bulls,6.0,261.0,307.0,308.0,300.0,HARD,6.0,True,True,1,81.217,28.657,17.554,35.006,,
LAW,30,Racing Bulls,7.0,210.0,241.0,284.0,286.0,HARD,7.0,True,False,12,131.895,67.292,22.203,42.4,,
LAW,30,Racing Bulls,8.0,262.0,301.0,306.0,299.0,HARD,8.0,True,True,1,80.89,28.57,17.607,34.713,,
LAW,30,Racing Bulls,9.0,228.0,248.0,,295.0,HARD,9.0,True,False,1,112.734,34.73,23.201,54.803,3776.551,
LAW,30,Racing Bulls,10.0,227.0,296.0,,231.0,HARD,10.0,False,False,1,,70.256,20.518,,3923.181,3794.554
LAW,30,Racing Bulls,11.0,238.0,276.0,,169.0,SOFT,1.0,True,False,125,,42.806,20.731,,4418.441,4309.987
LAW,30,Racing Bulls,12.0,231.0,264.0,283.0,66.0,SOFT,2.0,False,False,1,127.94,55.037,22.895,50.008,,5035.779
LAW,30,Racing Bulls,13.0,260.0,234.0,,304.0,SOFT,3.0,False,False,1,,28.431,19.905,,5251.882,
OCO,31,Haas F1 Team,1.0,235.0,251.0,259.0,164.0,MEDIUM,1.0,True,False,1,105.958,41.746,21.705,42.507,,1872.577
OCO,31,Haas F1 Team,2.0,269.0,285.0,194.0,283.0,MEDIUM,2.0,True,True,12,91.194,29.966,18.224,43.004,,
OCO,31,Haas F1 Team,3.0,201.0,227.0,190.0,168.0,MEDIUM,3.0,True,False,2,115.379,39.773,25.44,50.166,,
OCO,31,Haas F1 Team,4.0,201.0,232.0,199.0,108.0,MEDIUM,4.0,True,False,26,123.59,41.504,26.027,56.059,,
OCO,31,Haas F1 Team,5.0,150.0,262.0,,209.0,MEDIUM,5.0,True,False,6512,,40.864,27.848,,2428.227,
OCO,31,Haas F1 Team,6.0,240.0,285.0,256.0,43.0,MEDIUM,6.0,False,False,1,123.412,60.085,20.203,43.124,,2913.935
OCO,31,Haas F1 Team,7.0,269.0,288.0,301.0,281.0,MEDIUM,7.0,False,True,1,84.182,29.704,18.159,36.319,,
OCO,31,Haas F1 Team,8.0,215.0,275.0,256.0,294.0,MEDIUM,8.0,False,False,1,101.732,37.211,20.483,44.038,,
OCO,31,Haas F1 Team,9.0,268.0,289.0,296.0,284.0,MEDIUM,9.0,False,True,1,82.485,29.355,17.842,35.288,,
OCO,31,Haas F1 Team,10.0,194.0,229.0,258.0,234.0,MEDIUM,10.0,False,False,1,107.349,43.095,23.881,40.373,,
OCO,31,Haas F1 Team,11.0,271.0,286.0,300.0,284.0,MEDIUM,11.0,False,True,1,82.421,29.139,18.006,35.276,,
OCO,31,Haas F1 Team,12.0,215.0,236.0,,227.0,MEDIUM,12.0,False,False,12,,42.45,23.401,,3598.125,
OCO,31,Haas F1 Team,13.0,233.0,252.0,221.0,115.0,SOFT,1.0,True,False,12,103.824,42.023,20.927,40.874,,4281.465
OCO,31,Haas F1 Team,14.0,,,,159.0,SOFT,2.0,True,False,251,,,,,4548.714,
OCO,31,Haas F1 Team,15.0,232.0,253.0,293.0,96.0,SOFT,3.0,False,False,1,123.466,64.024,21.22,38.222,,4938.865
OCO,31,Haas F1 Team,16.0,248.0,279.0,269.0,283.0,SOFT,4.0,False,False,1,94.204,30.592,20.043,43.569,,
OCO,31,Haas F1 Team,17.0,260.0,298.0,309.0,279.0,SOFT,5.0,False,True,1,80.983,28.643,17.645,34.695,,
OCO,31,Haas F1 Team,18.0,204.0,227.0,203.0,173.0,SOFT,6.0,False,False,1,,38.564,23.81,,,
OCO,31,Haas F1 Team,19.0,193.0,185.0,,269.0,SOFT,7.0,False,False,1,,31.127,25.313,,5526.664,
LIN,41,Racing Bulls,1.0,231.0,228.0,276.0,135.0,HARD,1.0,True,False,1,132.155,66.335,21.277,44.543,,2876.175
LIN,41,Racing Bulls,2.0,254.0,299.0,301.0,293.0,HARD,2.0,True,True,1,82.793,29.466,17.743,35.584,,
LIN,41,Racing Bulls,3.0,201.0,250.0,277.0,251.0,HARD,3.0,True,False,1,103.962,35.865,22.735,45.362,,
LIN,41,Racing Bulls,4.0,258.0,298.0,311.0,298.0,HARD,4.0,True,True,1,81.458,28.788,17.579,35.091,,
LIN,41,Racing Bulls,5.0,177.0,175.0,272.0,273.0,HARD,5.0,True,False,1,112.962,36.204,25.319,51.439,,
LIN,41,Racing Bulls,6.0,174.0,178.0,272.0,293.0,HARD,6.0,True,False,1,113.037,31.141,27.44,54.456,,
LIN,41,Racing Bulls,7.0,262.0,293.0,311.0,294.0,HARD,7.0,True,True,12,81.109,28.598,17.609,34.902,,
LIN,41,Racing Bulls,8.0,225.0,222.0,,277.0,HARD,8.0,True,False,1,107.195,33.824,23.292,50.079,3657.472,
LIN,41,Racing Bulls,9.0,254.0,289.0,,224.0,HARD,9.0,False,False,1,,68.249,18.278,,3790.93,3672.568
LIN,41,Racing Bulls,10.0,236.0,247.0,278.0,149.0,SOFT,1.0,True,False,12,102.468,41.421,20.808,40.239,,4273.009
LIN,41,Racing Bulls,11.0,,,,254.0,SOFT,2.0,True,False,251,,,,,4517.417,
LIN,41,Racing Bulls,12.0,233.0,253.0,280.0,81.0,SOFT,3.0,False,False,1,135.403,71.812,21.128,42.463,,4987.981
LIN,41,Racing Bulls,13.0,262.0,303.0,296.0,300.0,SOFT,4.0,False,True,1,80.838,28.624,17.589,34.625,,
LIN,41,Racing Bulls,14.0,211.0,194.0,26.0,244.0,SOFT,5.0,False,False,1,123.245,38.039,22.44,62.766,,
LIN,41,Racing Bulls,15.0,255.0,287.0,,243.0,SOFT,6.0,False,False,1,,53.613,17.88,,5420.928,
COL,43,Alpine,1.0,220.0,279.0,271.0,175.0,HARD,1.0,True,False,1,,,20.716,43.004,,1564.936
COL,43,Alpine,2.0,263.0,265.0,300.0,283.0,HARD,2.0,True,True,1,84.222,29.853,18.191,36.178,,
COL,43,Alpine,3.0,159.0,275.0,271.0,170.0,HARD,3.0,True,False,1,117.822,51.056,23.564,43.202,,
COL,43,Alpine,4.0,264.0,270.0,295.0,294.0,HARD,4.0,True,True,1,83.071,29.412,18.033,35.626,,
COL,43,Alpine,5.0,145.0,159.0,265.0,198.0,HARD,5.0,True,False,12,149.344,53.062,39.509,56.773,,
COL,43,Alpine,6.0,270.0,265.0,119.0,290.0,HARD,6.0,True,False,26,88.034,29.28,17.882,40.872,,
COL,43,Alpine,7.0,227.0,263.0,173.0,89.0,HARD,7.0,True,False,6,132.323,58.775,21.303,52.245,,
COL,43,Alpine,8.0,255.0,,,254.0,HARD,8.0,True,False,6512,,35.16,,,2436.142,
COL,43,Alpine,9.0,233.0,261.0,259.0,158.0,HARD,9.0,False,False,1,114.272,54.521,20.865,38.886,,2908.381
COL,43,Alpine,10.0,250.0,258.0,,260.0,HARD,10.0,False,False,1,129.413,30.986,20.328,78.099,3100.56,
COL,43,Alpine,11.0,250.0,263.0,253.0,142.0,HARD,11.0,False,False,1,111.855,45.199,20.557,46.099,,3143.526
COL,43,Alpine,12.0,256.0,287.0,289.0,286.0,HARD,12.0,False,False,1,83.438,29.812,17.932,35.694,,
COL,43,Alpine,13.0,119.0,202.0,274.0,224.0,HARD,13.0,False,False,1,121.906,45.256,28.269,48.381,,
COL,43,Alpine,14.0,258.0,276.0,294.0,297.0,HARD,14.0,False,True,12,82.908,29.157,17.938,35.813,,
COL,43,Alpine,15.0,121.0,130.0,273.0,187.0,HARD,15.0,False,False,21,129.012,48.407,35.149,45.456,,
COL,43,Alpine,16.0,254.0,278.0,290.0,297.0,HARD,16.0,False,False,1,83.336,29.411,17.958,35.967,,
COL,43,Alpine,17.0,160.0,248.0,,244.0,HARD,17.0,False,False,1,,38.108,23.264,,3855.551,
COL,43,Alpine,18.0,247.0,279.0,,151.0,SOFT,1.0,True,False,125,,40.867,20.347,,4408.081,4302.784
COL,43,Alpine,19.0,238.0,275.0,277.0,128.0,SOFT,2.0,False,False,1,132.233,70.127,20.32,41.786,,5009.294
COL,43,Alpine,20.0,265.0,274.0,306.0,302.0,SOFT,3.0,False,True,1,81.413,28.684,17.739,34.99,,
COL,43,Alpine,21.0,212.0,257.0,95.0,195.0,SOFT,4.0,False,False,1,,36.634,25.065,,,
COL,43,Alpine,22.0,268.0,271.0,,245.0,SOFT,5.0,False,False,1,,31.528,18.074,,5455.968,
HAM,44,Ferrari,1.0,232.0,236.0,278.0,148.0,SOFT,1.0,True,False,1,114.228,50.045,20.763,43.42,,1590.698
HAM,44,Ferrari,2.0,260.0,286.0,301.0,283.0,SOFT,2.0,True,True,1,81.599,28.754,17.889,34.956,,
HAM,44,Ferrari,3.0,119.0,253.0,275.0,200.0,SOFT,3.0,True,False,1,145.916,54.382,40.05,51.484,,
HAM,44,Ferrari,4.0,263.0,285.0,307.0,288.0,SOFT,4.0,True,True,1,80.572,28.449,17.598,34.525,,
HAM,44,Ferrari,5.0,121.0,172.0,266.0,191.0,SOFT,5.0,True,False,12,135.807,49.538,34.007,52.262,,
HAM,44,Ferrari,6.0,232.0,270.0,163.0,256.0,SOFT,6.0,True,False,26,110.286,33.324,31.039,45.923,,
HAM,44,Ferrari,7.0,224.0,213.0,179.0,178.0,SOFT,7.0,True,False,6,121.93,41.36,28.079,52.491,,
HAM,44,Ferrari,8.0,,,,265.0,SOFT,8.0,True,False,6512,,,,,2488.736,
HAM,44,Ferrari,9.0,245.0,221.0,281.0,79.0,SOFT,9.0,False,False,1,131.462,67.657,20.291,43.514,,2932.247
HAM,44,Ferrari,10.0,216.0,261.0,272.0,292.0,SOFT,10.0,False,False,1,102.337,31.681,23.138,47.518,,
HAM,44,Ferrari,11.0,235.0,241.0,278.0,288.0,SOFT,11.0,False,False,1,97.78,28.826,21.76,47.194,,
HAM,44,Ferrari,12.0,259.0,292.0,304.0,288.0,SOFT,12.0,False,True,1,80.176,28.312,17.56,34.304,,
HAM,44,Ferrari,13.0,116.0,182.0,271.0,206.0,SOFT,13.0,False,False,1,,48.919,44.105,58.9,,
HAM,44,Ferrari,14.0,214.0,259.0,279.0,285.0,SOFT,14.0,False,False,12,89.145,29.683,20.843,38.619,,
HAM,44,Ferrari,15.0,261.0,277.0,304.0,287.0,SOFT,15.0,False,False,1,80.728,28.25,17.721,34.757,,
HAM,44,Ferrari,16.0,163.0,248.0,281.0,183.0,SOFT,16.0,False,False,1,113.402,44.788,26.732,41.882,,
HAM,44,Ferrari,17.0,270.0,275.0,297.0,285.0,SOFT,17.0,False,False,1,80.243,27.957,17.676,34.61,,
HAM,44,Ferrari,18.0,241.0,283.0,,201.0,SOFT,18.0,False,False,125,,37.948,21.254,,3949.76,
HAM,44,Ferrari,19.0,237.0,266.0,279.0,102.0,SOFT,1.0,True,False,1,131.811,66.201,20.31,45.3,,4982.091
HAM,44,Ferrari,20.0,264.0,296.0,299.0,285.0,SOFT,2.0,True,True,1,79.669,28.01,17.431,34.228,,
HAM,44,Ferrari,21.0,173.0,211.0,85.0,223.0,SOFT,3.0,True,False,1,,40.615,28.323,89.119,,
HAM,44,Ferrari,22.0,191.0,299.0,,245.0,SOFT,4.0,True,False,1,,34.498,19.351,,5429.155,
SAI,55,Williams,1.0,257.0,264.0,,160.0,SOFT,1.0,True,False,1265,,40.294,20.502,,2739.814,1952.1
RUS,63,Mercedes,1.0,261.0,124.0,256.0,208.0,SOFT,1.0,True,False,26,131.62,67.8,21.345,42.475,,2056.686
RUS,63,Mercedes,2.0,69.0,227.0,180.0,72.0,SOFT,2.0,True,True,6,136.908,49.531,27.421,59.956,,
RUS,63,Mercedes,3.0,264.0,,,262.0,SOFT,3.0,True,False,6512,,35.055,,,2433.676,
RUS,63,Mercedes,4.0,252.0,278.0,272.0,126.0,SOFT,4.0,False,False,1,,98.465,19.322,44.961,,2831.87
RUS,63,Mercedes,5.0,263.0,248.0,264.0,270.0,SOFT,5.0,False,True,1,103.571,31.787,20.073,51.711,,
RUS,63,Mercedes,6.0,260.0,276.0,293.0,291.0,SOFT,6.0,False,True,1,81.429,28.579,17.831,35.019,,
RUS,63,Mercedes,7.0,226.0,272.0,,235.0,SOFT,7.0,False,False,1,112.741,33.292,21.494,57.955,3216.245,
RUS,63,Mercedes,8.0,268.0,283.0,296.0,226.0,SOFT,8.0,False,False,1,113.863,58.312,18.214,37.337,,3238.12
RUS,63,Mercedes,9.0,245.0,274.0,291.0,283.0,SOFT,9.0,False,False,1,82.245,28.922,18.003,35.32,,
RUS,63,Mercedes,10.0,243.0,276.0,293.0,272.0,SOFT,10.0,False,False,1,82.221,28.79,17.935,35.496,,
RUS,63,Mercedes,11.0,272.0,284.0,292.0,281.0,SOFT,11.0,False,False,12,83.286,29.713,17.929,35.644,,
RUS,63,Mercedes,12.0,264.0,303.0,297.0,238.0,SOFT,12.0,False,False,1,83.341,29.736,17.863,35.742,,
RUS,63,Mercedes,13.0,251.0,291.0,295.0,288.0,SOFT,13.0,False,False,1,81.73,28.651,17.816,35.263,,
RUS,63,Mercedes,14.0,249.0,291.0,295.0,291.0,SOFT,14.0,False,False,1,81.677,28.655,17.745,35.277,,
RUS,63,Mercedes,15.0,246.0,295.0,299.0,290.0,SOFT,15.0,False,False,1,81.572,28.692,17.738,35.142,,
RUS,63,Mercedes,16.0,250.0,297.0,,291.0,SOFT,16.0,False,False,1,,28.753,17.808,,4007.967,
RUS,63,Mercedes,17.0,254.0,280.0,274.0,189.0,SOFT,1.0,True,False,1,98.007,38.19,19.928,39.889,,4252.195
RUS,63,Mercedes,18.0,263.0,287.0,,293.0,SOFT,2.0,True,False,125,,27.726,17.398,,4440.003,
RUS,63,Mercedes,19.0,252.0,281.0,274.0,164.0,SOFT,3.0,False,False,1,,,19.971,42.939,,4928.287
RUS,63,Mercedes,20.0,266.0,292.0,307.0,294.0,SOFT,4.0,False,True,1,79.053,27.77,17.276,34.007,,
RUS,63,Mercedes,21.0,131.0,284.0,246.0,230.0,SOFT,5.0,False,False,1,106.234,38.899,25.592,41.743,,
RUS,63,Mercedes,22.0,183.0,275.0,133.0,211.0,SOFT,6.0,False,False,1,,39.985,24.75,,,
RUS,63,Mercedes,23.0,249.0,259.0,,272.0,SOFT,7.0,False,False,1,,30.337,18.4,,5473.499,
BOT,77,Cadillac,1.0,233.0,273.0,272.0,170.0,SOFT,1.0,True,False,1,134.017,67.685,21.286,45.046,,2881.253
BOT,77,Cadillac,2.0,235.0,293.0,294.0,278.0,SOFT,2.0,True,True,1,85.146,30.445,18.246,36.455,,
BOT,77,Cadillac,3.0,176.0,233.0,272.0,216.0,SOFT,3.0,True,False,1,120.31,45.595,26.73,47.985,,
BOT,77,Cadillac,4.0,243.0,290.0,295.0,286.0,SOFT,4.0,True,True,1,84.583,30.055,18.241,36.287,,
BOT,77,Cadillac,5.0,206.0,180.0,,228.0,SOFT,5.0,True,False,1,129.748,36.521,21.955,71.272,3388.455,
BOT,77,Cadillac,6.0,98.0,257.0,275.0,134.0,SOFT,6.0,False,False,12,125.549,47.463,23.362,54.724,,3413.396
BOT,77,Cadillac,7.0,235.0,296.0,297.0,288.0,SOFT,7.0,False,True,21,84.275,29.917,18.109,36.249,,
BOT,77,Cadillac,8.0,238.0,247.0,,235.0,SOFT,8.0,False,False,125,,34.259,20.539,,3721.2,
BOT,77,Cadillac,9.0,242.0,255.0,282.0,136.0,SOFT,1.0,True,False,1,135.321,69.151,20.602,45.568,,4994.043
BOT,77,Cadillac,10.0,279.0,285.0,300.0,302.0,SOFT,2.0,True,True,1,83.514,29.481,18.237,35.796,,
BOT,77,Cadillac,11.0,195.0,204.0,12.0,245.0,SOFT,3.0,True,False,1,,38.284,24.553,,,
BOT,77,Cadillac,12.0,254.0,287.0,,233.0,SOFT,4.0,True,False,1,,32.602,18.658,,5448.999,
PIA,81,McLaren,1.0,251.0,275.0,282.0,131.0,SOFT,1.0,True,False,1,,99.389,20.219,40.064,,2827.154
PIA,81,McLaren,2.0,264.0,282.0,290.0,291.0,SOFT,2.0,True,True,1,81.179,28.499,17.827,34.853,,
PIA,81,McLaren,3.0,199.0,161.0,197.0,186.0,SOFT,3.0,True,False,1,119.164,40.273,28.143,50.748,,
PIA,81,McLaren,4.0,250.0,283.0,282.0,183.0,SOFT,4.0,True,False,1,114.252,39.999,23.656,50.597,,
PIA,81,McLaren,5.0,261.0,278.0,287.0,292.0,SOFT,5.0,True,True,1,80.317,28.265,17.698,34.354,,
PIA,81,McLaren,6.0,197.0,222.0,170.0,212.0,SOFT,6.0,True,False,1,111.565,39.56,22.654,49.351,,
PIA,81,McLaren,7.0,182.0,270.0,283.0,171.0,SOFT,7.0,True,False,12,111.945,43.673,26.568,41.704,,
PIA,81,McLaren,8.0,267.0,281.0,296.0,288.0,SOFT,8.0,True,True,21,80.164,28.121,17.646,34.397,,
PIA,81,McLaren,9.0,218.0,266.0,304.0,238.0,SOFT,9.0,True,False,1,95.378,37.784,20.621,36.973,,
PIA,81,McLaren,10.0,271.0,272.0,294.0,294.0,SOFT,10.0,True,False,1,81.428,28.36,18.028,35.04,,
PIA,81,McLaren,11.0,262.0,289.0,291.0,274.0,SOFT,11.0,True,False,1,81.693,28.591,18.088,35.014,,
PIA,81,McLaren,12.0,256.0,288.0,,280.0,SOFT,12.0,True,False,1,95.029,28.64,18.009,48.38,3969.463,
PIA,81,McLaren,13.0,271.0,295.0,,235.0,SOFT,13.0,False,False,125,,60.945,17.958,,4099.283,3987.166
PIA,81,McLaren,14.0,255.0,275.0,274.0,131.0,SOFT,1.0,True,False,1,138.33,68.111,20.022,50.197,,4953.528
PIA,81,McLaren,15.0,265.0,280.0,297.0,285.0,SOFT,2.0,True,True,1,80.087,28.31,17.565,34.212,,
PIA,81,McLaren,16.0,186.0,283.0,3.0,208.0,SOFT,3.0,True,False,1,,37.757,23.231,99.008,,
PIA,81,McLaren,17.0,237.0,269.0,,253.0,SOFT,4.0,True,False,1,,32.39,18.756,,5408.409,
BEA,87,Haas F1 Team,1.0,241.0,277.0,217.0,147.0,MEDIUM,1.0,True,False,1,107.437,42.365,20.124,44.948,,1878.218
BEA,87,Haas F1 Team,2.0,218.0,218.0,258.0,224.0,MEDIUM,2.0,True,True,12,99.241,34.857,20.186,44.198,,
BEA,87,Haas F1 Team,3.0,268.0,289.0,,278.0,MEDIUM,3.0,True,False,2651,,29.612,17.899,,2176.004,
BEA,87,Haas F1 Team,4.0,232.0,252.0,244.0,47.0,MEDIUM,4.0,False,False,1,128.735,61.263,21.193,46.279,,2916.227
BEA,87,Haas F1 Team,5.0,236.0,247.0,268.0,245.0,MEDIUM,5.0,False,False,1,112.136,37.244,21.187,53.705,,
BEA,87,Haas F1 Team,6.0,275.0,298.0,306.0,286.0,MEDIUM,6.0,False,True,1,81.53,28.963,17.614,34.953,,
BEA,87,Haas F1 Team,7.0,177.0,225.0,265.0,200.0,MEDIUM,7.0,False,False,1,127.359,52.513,26.668,48.178,,
BEA,87,Haas F1 Team,8.0,210.0,215.0,270.0,288.0,MEDIUM,8.0,False,False,1,106.775,40.908,21.209,44.658,,
BEA,87,Haas F1 Team,9.0,256.0,300.0,306.0,292.0,MEDIUM,9.0,False,True,12,81.129,28.823,17.608,34.698,,
BEA,87,Haas F1 Team,10.0,165.0,241.0,,239.0,MEDIUM,10.0,False,False,21,146.22,45.91,30.043,70.267,3671.347,
BEA,87,Haas F1 Team,11.0,268.0,240.0,266.0,167.0,MEDIUM,11.0,False,False,1,140.368,67.031,21.041,52.296,,3702.057
BEA,87,Haas F1 Team,12.0,181.0,207.0,,284.0,MEDIUM,12.0,False,False,1,104.313,30.041,20.752,53.52,3929.885,
BEA,87,Haas F1 Team,13.0,249.0,275.0,,211.0,MEDIUM,13.0,False,False,1,,56.32,20.078,,4054.158,3945.463
BEA,87,Haas F1 Team,14.0,244.0,252.0,,155.0,SOFT,2.0,False,False,125,,43.48,20.909,,4426.394,4317.565
BEA,87,Haas F1 Team,15.0,235.0,248.0,270.0,134.0,SOFT,2.0,False,False,1,124.351,63.562,21.149,39.64,,5029.364
BEA,87,Haas F1 Team,16.0,251.0,303.0,305.0,290.0,SOFT,3.0,False,True,1,80.778,28.696,17.567,34.515,,
BEA,87,Haas F1 Team,17.0,170.0,210.0,194.0,283.0,SOFT,4.0,False,False,1,,39.239,22.692,,,
BEA,87,Haas F1 Team,18.0,235.0,285.0,,266.0,SOFT,5.0,False,False,1,,30.384,18.445,,5494.202,
