Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
1097.451,RUS,63,111.876,1.0,1.0,988.955,,41.997,19.351,50.528,1027.744,1046.947,1097.713,263.0,287.0,273.0,199.0,False,SOFT,1.0,True,Mercedes,988.955,,1,,,,False,False
1177.291,RUS,63,79.84,2.0,1.0,,,27.99,17.599,34.251,1125.441,1143.04,1177.291,265.0,278.0,294.0,292.0,True,SOFT,2.0,True,Mercedes,1097.451,,1,,,,False,True
1298.86,RUS,63,121.569,3.0,1.0,,1284.695,40.873,22.025,58.671,1218.164,1240.189,1298.86,222.0,283.0,,201.0,False,SOFT,3.0,True,Mercedes,1177.291,,1,,,,False,False
1922.05,RUS,63,,4.0,2.0,1302.023,1418.517,46.779,22.489,,1345.77,1368.254,,230.0,284.0,,129.0,False,SOFT,4.0,False,Mercedes,1298.86,,125,,,,False,False
2032.363,RUS,63,110.313,5.0,3.0,1932.182,,52.39,19.564,38.359,1974.44,1994.004,2032.363,246.0,284.0,279.0,136.0,False,SOFT,5.0,False,Mercedes,1932.182,,1,,,,False,False
2125.609,RUS,63,93.246,6.0,3.0,,,31.116,23.1,39.03,2063.479,2086.579,2125.609,267.0,281.0,274.0,248.0,False,SOFT,6.0,False,Mercedes,2032.363,,1,,,,False,True
2205.116,RUS,63,79.507,7.0,3.0,,,27.908,17.413,34.186,2153.517,2170.93,2205.116,266.0,282.0,301.0,296.0,True,SOFT,7.0,False,Mercedes,2125.609,,1,,,,False,True
2891.335,RUS,63,,8.0,3.0,,2311.168,44.215,22.959,,2249.408,2272.449,,204.0,281.0,,240.0,False,SOFT,8.0,False,Mercedes,2205.116,,12,,,,False,False
3030.583,RUS,63,139.248,9.0,4.0,2916.384,,61.667,23.062,54.519,2953.002,2976.064,3030.583,254.0,171.0,274.0,197.0,False,SOFT,1.0,True,Mercedes,2891.335,,1,,,,False,False
3109.517,RUS,63,78.934,10.0,4.0,,,27.816,17.287,33.831,3058.399,3075.686,3109.517,273.0,285.0,301.0,294.0,True,SOFT,2.0,True,Mercedes,3030.583,,1,,,,False,True
3359.334,RUS,63,,11.0,4.0,,3204.879,33.193,20.833,,3142.827,3163.602,,252.0,263.0,,231.0,False,SOFT,3.0,True,Mercedes,3109.517,,1,,,,False,False
3467.988,RUS,63,108.654,12.0,5.0,3364.11,,48.833,20.916,38.905,3408.167,3429.083,3467.988,250.0,282.0,274.0,134.0,False,SOFT,4.0,False,Mercedes,3359.334,,1,,,,False,False
3546.975,RUS,63,78.987,13.0,5.0,,,27.662,17.426,33.899,3495.65,3513.076,3546.975,268.0,280.0,297.0,294.0,False,SOFT,5.0,False,Mercedes,3467.988,,1,,,,False,True
4352.018,RUS,63,,14.0,5.0,,3643.685,34.526,20.997,,3581.48,3602.482,,249.0,279.0,,212.0,False,SOFT,6.0,False,Mercedes,3546.975,,12,,,,False,False
4460.101,RUS,63,108.083,15.0,6.0,4356.744,,47.304,19.118,41.661,4399.322,4418.44,4460.101,256.0,282.0,278.0,144.0,False,SOFT,1.0,True,Mercedes,4352.018,,1,,,,False,False
4970.956,RUS,63,,16.0,6.0,,4557.248,27.522,,,4487.713,,,269.0,,,297.0,False,SOFT,2.0,True,Mercedes,4460.101,,152,,,,False,False
5075.583,RUS,63,,17.0,7.0,4970.956,,,21.85,44.759,,5030.847,5075.757,162.0,251.0,276.0,181.0,False,SOFT,2.0,False,Mercedes,4970.956,,1,,,,False,False
5154.667,RUS,63,79.084,18.0,7.0,,,27.674,17.488,33.922,5103.257,5120.745,5154.667,269.0,274.0,298.0,293.0,True,SOFT,3.0,False,Mercedes,5075.583,,1,,,,False,True
5321.689,RUS,63,,19.0,7.0,,5242.485,31.059,19.934,,5185.838,5205.791,,257.0,282.0,,265.0,False,SOFT,4.0,False,Mercedes,5154.667,,1,,,,False,False
5424.317,RUS,63,102.628,20.0,8.0,5326.192,,43.32,19.771,39.537,5365.009,5384.78,5424.317,255.0,268.0,278.0,125.0,False,SOFT,1.0,True,Mercedes,5321.689,,1,,,,False,False
5502.835,RUS,63,78.518,21.0,8.0,,,27.498,17.284,33.736,5451.815,5469.099,5502.835,267.0,284.0,296.0,296.0,True,SOFT,2.0,True,Mercedes,5424.317,,1,,,,False,True
5607.599,RUS,63,,22.0,8.0,,5607.599,33.644,23.366,,5536.545,5559.889,,228.0,218.0,,236.0,False,SOFT,3.0,True,Mercedes,5502.835,,1,,,,False,False
2089.014,ANT,12,119.979,1.0,1.0,1986.451,,57.486,20.671,41.822,2026.548,2047.204,2089.282,240.0,272.0,264.0,180.0,False,SOFT,1.0,True,Mercedes,1986.451,,1,,,,False,False
2169.134,ANT,12,80.12,2.0,1.0,,,28.214,17.61,34.296,2117.228,2134.838,2169.134,264.0,273.0,292.0,279.0,True,SOFT,2.0,True,Mercedes,2089.014,,1,,,,False,True
2277.628,ANT,12,108.494,3.0,1.0,,,35.026,24.129,49.339,2204.16,2228.289,2277.628,207.0,234.0,263.0,259.0,False,SOFT,3.0,True,Mercedes,2169.134,,1,,,,False,True
2357.917,ANT,12,80.289,4.0,1.0,,,28.414,17.745,34.13,2306.042,2323.787,2357.917,261.0,273.0,292.0,282.0,False,SOFT,4.0,True,Mercedes,2277.628,,1,,,,False,True
2882.851,ANT,12,,5.0,1.0,,2454.685,33.419,21.126,,2391.384,2412.48,,236.0,256.0,,236.0,False,SOFT,5.0,True,Mercedes,2357.917,,12,,,,False,False
3004.906,ANT,12,122.055,6.0,2.0,2899.626,,59.75,19.667,42.638,2942.601,2962.268,3004.906,240.0,275.0,277.0,175.0,False,SOFT,1.0,True,Mercedes,2882.851,,1,,,,False,False
3084.51,ANT,12,79.604,7.0,2.0,,,27.908,17.495,34.201,3032.814,3050.309,3084.51,273.0,278.0,299.0,294.0,True,SOFT,2.0,True,Mercedes,3004.906,,1,,,,False,True
3353.586,ANT,12,,8.0,2.0,,3189.374,36.062,23.975,,3120.659,3144.562,,229.0,257.0,,285.0,False,SOFT,3.0,True,Mercedes,3084.51,,1,,,,False,False
3455.793,ANT,12,102.207,9.0,3.0,3356.888,,42.908,19.645,39.654,3396.494,3416.139,3455.793,246.0,281.0,274.0,157.0,False,SOFT,4.0,False,Mercedes,3353.586,,1,,,,False,False
3535.228,ANT,12,79.435,10.0,3.0,,,28.002,17.497,33.936,3483.795,3501.292,3535.228,279.0,285.0,292.0,286.0,True,SOFT,5.0,False,Mercedes,3455.793,,1,,,,False,True
4347.734,ANT,12,,11.0,3.0,,3641.123,42.834,21.402,,3578.151,3599.582,,229.0,272.0,,257.0,False,SOFT,6.0,False,Mercedes,3535.228,,12,,,,False,False
4450.463,ANT,12,102.729,12.0,4.0,4350.463,,41.705,19.802,41.222,4389.439,4409.241,4450.463,242.0,251.0,269.0,167.0,False,SOFT,1.0,True,Mercedes,4347.734,,1,,,,False,False
4964.909,ANT,12,,13.0,4.0,,4548.952,27.637,,,4478.245,,,275.0,,,290.0,False,SOFT,2.0,True,Mercedes,4450.463,,152,,,,False,False
5063.288,ANT,12,,14.0,5.0,4964.909,,,20.849,40.285,,5023.003,5063.409,241.0,248.0,270.0,193.0,False,SOFT,2.0,False,Mercedes,4964.909,,1,,,,False,False
5295.643,ANT,12,,15.0,5.0,,5158.949,33.411,25.69,,5096.728,5122.386,,244.0,276.0,,289.0,False,SOFT,3.0,False,Mercedes,5063.288,,1,,,,False,False
5392.554,ANT,12,96.911,16.0,6.0,5298.391,,37.877,19.532,39.502,5333.52,5353.052,5392.554,249.0,270.0,272.0,201.0,False,SOFT,1.0,True,Mercedes,5295.643,,1,,,,False,False
5471.365,ANT,12,78.811,17.0,6.0,,,27.556,17.44,33.815,5420.11,5437.55,5471.365,272.0,274.0,298.0,289.0,True,SOFT,2.0,True,Mercedes,5392.554,,1,,,,False,True
5575.374,ANT,12,,18.0,6.0,,5575.374,33.233,24.05,,5504.633,5528.737,,238.0,251.0,,252.0,False,SOFT,3.0,True,Mercedes,5471.365,,1,,,,False,False
1144.324,HAD,6,108.799,1.0,1.0,1037.791,,41.25,19.672,47.877,1076.791,1096.447,1144.479,247.0,288.0,281.0,176.0,False,SOFT,1.0,True,Red Bull Racing,1037.791,,1,,,,False,False
1224.769,HAD,6,80.445,2.0,1.0,,,28.2,17.919,34.326,1172.524,1190.443,1224.769,284.0,268.0,310.0,301.0,True,SOFT,2.0,True,Red Bull Racing,1144.324,,1,,,,False,True
2121.885,HAD,6,,3.0,1.0,,1330.492,39.694,24.509,,1264.46,1289.023,,213.0,250.0,,251.0,False,SOFT,3.0,True,Red Bull Racing,1224.769,,125,,,,False,False
2242.651,HAD,6,120.766,4.0,2.0,2126.576,,49.159,19.801,51.806,2171.044,2190.845,2242.651,245.0,276.0,279.0,141.0,False,SOFT,4.0,False,Red Bull Racing,2126.576,,1,,,,False,False
2322.674,HAD,6,80.023,5.0,2.0,,,28.076,17.558,34.389,2270.727,2288.285,2322.674,261.0,280.0,303.0,302.0,True,SOFT,5.0,False,Red Bull Racing,2242.651,,1,,,,False,True
2963.364,HAD,6,,6.0,2.0,,2425.25,37.219,25.138,,2360.025,2385.134,,230.0,272.0,,192.0,False,SOFT,6.0,False,Red Bull Racing,2322.674,,12,,,,False,False
3071.627,HAD,6,108.263,7.0,3.0,2965.48,,40.601,19.895,47.767,3003.965,3023.86,3071.627,247.0,289.0,281.0,159.0,False,SOFT,1.0,True,Red Bull Racing,2963.364,,1,,,,False,False
3151.333,HAD,6,79.706,8.0,3.0,,,27.798,17.735,34.173,3099.425,3117.16,3151.333,288.0,270.0,307.0,302.0,True,SOFT,2.0,True,Red Bull Racing,3071.627,,1,,,,False,True
3499.056,HAD,6,,9.0,3.0,,3251.729,37.48,22.217,,3188.937,3211.062,,235.0,258.0,,236.0,False,SOFT,3.0,True,Red Bull Racing,3151.333,,1,,,,False,False
3609.073,HAD,6,110.017,10.0,4.0,3503.729,,43.03,21.74,45.247,3542.086,3563.826,3609.073,247.0,278.0,279.0,171.0,False,SOFT,4.0,False,Red Bull Racing,3499.056,,1,,,,False,False
3688.726,HAD,6,79.653,11.0,4.0,,,27.899,17.564,34.19,3636.972,3654.536,3688.726,268.0,279.0,305.0,301.0,True,SOFT,5.0,False,Red Bull Racing,3609.073,,1,,,,False,True
4458.213,HAD,6,,12.0,4.0,,3789.133,36.812,22.939,,3725.607,3748.539,,217.0,272.0,,296.0,False,SOFT,6.0,False,Red Bull Racing,3688.726,,12,,,,False,False
4975.722,HAD,6,,13.0,5.0,4458.213,4569.889,39.05,,,4495.057,,,250.0,,,185.0,False,SOFT,1.0,True,Red Bull Racing,4458.213,,152,,,,False,False
5081.542,HAD,6,,14.0,6.0,4975.722,,,22.547,43.443,,5038.159,5081.572,240.0,249.0,281.0,170.0,False,SOFT,1.0,False,Red Bull Racing,4975.722,,1,,,,False,False
5161.167,HAD,6,79.625,15.0,6.0,,,27.852,17.453,34.32,5109.394,5126.847,5161.167,261.0,280.0,304.0,302.0,True,SOFT,2.0,False,Red Bull Racing,5081.542,,1,,,,False,True
5361.826,HAD,6,,16.0,6.0,,5250.891,31.985,20.227,,5193.213,5213.375,,245.0,282.0,,259.0,False,SOFT,3.0,False,Red Bull Racing,5161.167,,1,,,,False,False
5470.706,HAD,6,108.88,17.0,7.0,5369.582,,47.558,22.152,39.17,5409.384,5431.536,5470.706,246.0,246.0,283.0,168.0,False,SOFT,1.0,True,Red Bull Racing,5361.826,,1,,,,False,False
5550.009,HAD,6,79.303,18.0,7.0,,,27.747,17.52,34.036,5498.453,5515.973,5550.009,260.0,277.0,304.0,305.0,True,SOFT,2.0,True,Red Bull Racing,5470.706,,1,,,,False,True
5659.934,HAD,6,,19.0,7.0,,5659.934,38.304,22.914,,5588.296,5611.255,,213.0,227.0,,262.0,False,SOFT,3.0,True,Red Bull Racing,5550.009,,1,,,,False,False
1105.305,LEC,16,111.48,1.0,1.0,997.794,,43.936,20.576,46.968,1037.822,1058.447,1105.572,237.0,272.0,281.0,141.0,False,MEDIUM,1.0,True,Ferrari,997.794,,1,,,,False,False
1186.017,LEC,16,80.712,2.0,1.0,,,28.361,17.661,34.69,1133.666,1151.327,1186.017,262.0,284.0,301.0,294.0,True,MEDIUM,2.0,True,Ferrari,1105.305,,1,,,,False,True
1293.935,LEC,16,107.918,3.0,1.0,,,36.526,23.713,47.679,1222.543,1246.256,1293.935,182.0,180.0,279.0,260.0,False,MEDIUM,3.0,True,Ferrari,1186.017,,1,,,,False,True
1374.161,LEC,16,80.226,4.0,1.0,,,28.211,17.611,34.404,1322.146,1339.757,1374.161,263.0,290.0,299.0,293.0,True,MEDIUM,4.0,True,Ferrari,1293.935,,1,,,,False,True
1981.553,LEC,16,,5.0,1.0,,1492.486,,,,,,,,,,245.0,False,MEDIUM,5.0,True,Ferrari,1374.161,,125,,,,False,False
2094.935,LEC,16,113.382,6.0,2.0,1994.513,,51.732,20.232,41.418,2033.285,2053.517,2094.935,246.0,268.0,281.0,154.0,False,MEDIUM,6.0,False,Ferrari,1994.513,,1,,,,False,False
2808.678,LEC,16,,7.0,2.0,,2195.533,34.873,23.527,,2129.889,2153.439,,127.0,250.0,,294.0,False,MEDIUM,7.0,False,Ferrari,2094.935,,12,,,,False,False
2910.346,LEC,16,,8.0,3.0,2808.678,,93.719,20.816,38.328,2851.264,2872.127,2910.348,242.0,265.0,283.0,97.0,False,SOFT,1.0,True,Ferrari,2808.678,,1,,,,False,False
2990.434,LEC,16,80.088,9.0,3.0,,,28.049,17.687,34.352,2938.395,2956.082,2990.434,272.0,278.0,300.0,294.0,True,SOFT,2.0,True,Ferrari,2910.346,,1,,,,False,True
3097.079,LEC,16,106.645,10.0,3.0,,,36.817,26.393,43.435,3027.251,3053.644,3097.079,195.0,221.0,307.0,263.0,False,SOFT,3.0,True,Ferrari,2990.434,,1,,,,False,True
3193.543,LEC,16,96.464,11.0,3.0,,,31.125,23.424,41.915,3128.204,3151.628,3193.543,248.0,201.0,280.0,274.0,False,SOFT,4.0,True,Ferrari,3097.079,,1,,,,False,True
3273.839,LEC,16,80.296,12.0,3.0,,,28.069,17.625,34.602,3221.612,3239.237,3273.839,263.0,280.0,296.0,294.0,False,SOFT,5.0,True,Ferrari,3193.543,,1,,,,False,True
3480.216,LEC,16,,13.0,3.0,,3361.735,31.297,19.952,,3305.171,3325.118,,251.0,274.0,,262.0,False,SOFT,6.0,True,Ferrari,3273.839,,1,,,,False,False
3575.75,LEC,16,95.534,14.0,4.0,3482.51,,38.306,20.054,37.174,3518.522,3538.576,3575.75,252.0,272.0,283.0,146.0,False,SOFT,1.0,True,Ferrari,3480.216,,1,,,,False,False
3655.107,LEC,16,79.357,15.0,4.0,,,27.679,17.527,34.151,3603.429,3620.956,3655.107,265.0,281.0,299.0,295.0,True,SOFT,2.0,True,Ferrari,3575.75,,1,,,,False,True
4326.852,LEC,16,,16.0,4.0,,3746.898,32.339,20.298,,3687.455,3707.686,,246.0,274.0,,266.0,False,SOFT,3.0,True,Ferrari,3655.107,,12,,,,False,False
4444.729,LEC,16,117.877,17.0,5.0,4336.229,,54.408,21.224,42.245,4381.26,4402.484,4444.729,242.0,247.0,286.0,153.0,False,SOFT,1.0,True,Ferrari,4326.852,,1,,,,False,False
4980.695,LEC,16,,18.0,5.0,,4551.658,31.253,,,4475.916,,,,,,253.0,False,SOFT,2.0,True,Ferrari,4444.729,,152,,,,False,False
5097.832,LEC,16,117.137,19.0,6.0,4990.835,,50.027,21.373,45.737,5030.722,5052.095,5097.832,236.0,242.0,279.0,187.0,False,SOFT,3.0,False,Ferrari,4990.835,,1,,,,False,False
5178.076,LEC,16,80.244,20.0,6.0,,,28.225,17.64,34.379,5126.057,5143.697,5178.076,264.0,286.0,298.0,291.0,True,SOFT,4.0,False,Ferrari,5097.832,,1,,,,False,True
5359.882,LEC,16,,21.0,6.0,,5267.782,30.696,19.942,,5208.902,5228.829,,251.0,274.0,,253.0,False,SOFT,5.0,False,Ferrari,5178.076,,1,,,,False,False
5458.334,LEC,16,98.452,22.0,7.0,5364.254,,40.728,19.974,37.75,5400.61,5420.584,5458.334,252.0,254.0,283.0,119.0,False,SOFT,1.0,True,Ferrari,5359.882,,1,,,,False,False
5537.661,LEC,16,79.327,23.0,7.0,,,27.761,17.505,34.061,5486.095,5503.6,5537.661,265.0,284.0,300.0,295.0,True,SOFT,2.0,True,Ferrari,5458.334,,1,,,,False,True
976.665,PIA,81,121.546,1.0,1.0,863.3,,55.995,20.95,44.601,911.303,932.178,976.861,119.0,282.0,285.0,139.0,False,SOFT,1.0,True,McLaren,863.3,,1,,,,False,False
1057.217,PIA,81,80.552,2.0,1.0,,,28.413,17.592,34.547,1005.078,1022.67,1057.217,263.0,282.0,304.0,291.0,True,SOFT,2.0,True,McLaren,976.665,,1,,,,False,True
1168.042,PIA,81,110.825,3.0,1.0,,,37.464,24.329,49.032,1094.681,1119.01,1168.042,202.0,218.0,180.0,208.0,False,SOFT,3.0,True,McLaren,1057.217,,1,,,,False,True
1273.342,PIA,81,105.3,4.0,1.0,,,40.219,22.767,42.314,1208.261,1231.028,1273.342,241.0,274.0,286.0,172.0,False,SOFT,4.0,True,McLaren,1168.042,,1,,,,False,True
1353.614,PIA,81,80.272,5.0,1.0,,,28.037,17.825,34.41,1301.379,1319.204,1353.614,262.0,268.0,297.0,294.0,True,SOFT,5.0,True,McLaren,1273.342,,1,,,,False,True
1926.464,PIA,81,,6.0,1.0,,1464.908,35.125,,,1388.797,,,208.0,,,207.0,False,SOFT,6.0,True,McLaren,1353.614,,125,,,,False,False
2030.254,PIA,81,,7.0,2.0,1926.464,,,20.406,38.361,,1991.982,2030.532,250.0,269.0,275.0,140.0,False,SOFT,7.0,False,McLaren,1926.464,,1,,,,False,False
2119.228,PIA,81,88.974,8.0,2.0,,,30.781,20.043,38.15,2061.035,2081.078,2119.228,259.0,274.0,285.0,273.0,False,SOFT,8.0,False,McLaren,2030.254,,1,,,,False,True
2198.892,PIA,81,79.664,9.0,2.0,,,27.947,17.684,34.033,2147.175,2164.859,2198.892,264.0,272.0,300.0,292.0,True,SOFT,9.0,False,McLaren,2119.228,,1,,,,False,True
2866.459,PIA,81,,10.0,2.0,,2300.199,36.822,21.22,,2235.751,2257.127,,213.0,275.0,,268.0,False,SOFT,10.0,False,McLaren,2198.892,,12,,,,False,False
2982.977,PIA,81,116.518,11.0,3.0,2878.93,,57.131,19.974,39.413,2923.59,2943.564,2982.977,261.0,274.0,274.0,133.0,False,SOFT,1.0,True,McLaren,2866.459,,1,,,,False,False
3087.727,PIA,81,104.75,12.0,3.0,,,31.529,19.824,53.397,3014.506,3034.33,3087.727,266.0,286.0,288.0,272.0,True,SOFT,2.0,True,McLaren,2982.977,,1,,,,False,True
3167.309,PIA,81,79.582,13.0,3.0,,,28.042,17.537,34.003,3115.769,3133.306,3167.309,262.0,281.0,306.0,297.0,True,SOFT,3.0,True,McLaren,3087.727,,1,,,,False,True
3368.456,PIA,81,,14.0,3.0,,3262.693,34.598,21.576,,3202.027,3223.638,,213.0,275.0,,195.0,False,SOFT,4.0,True,McLaren,3167.309,,1,,,,False,False
3475.123,PIA,81,106.667,15.0,4.0,3373.188,,45.759,20.092,40.816,3414.215,3434.307,3475.123,257.0,273.0,286.0,169.0,False,SOFT,5.0,False,McLaren,3368.456,,1,,,,False,False
3554.648,PIA,81,79.525,16.0,4.0,,,27.811,17.594,34.12,3502.934,3520.528,3554.648,261.0,272.0,306.0,291.0,True,SOFT,6.0,False,McLaren,3475.123,,1,,,,False,True
4305.332,PIA,81,,17.0,4.0,,3649.889,35.135,21.09,,3589.832,3610.951,,218.0,274.0,,245.0,False,SOFT,7.0,False,McLaren,3554.648,,12,,,,False,False
4404.016,PIA,81,,18.0,5.0,4305.332,,,20.205,39.33,,4364.728,4404.072,261.0,272.0,274.0,172.0,False,SOFT,1.0,True,McLaren,4305.332,,1,,,,False,False
4494.073,PIA,81,90.057,19.0,5.0,,,31.186,19.99,38.881,4435.202,4455.192,4494.073,262.0,273.0,286.0,278.0,True,SOFT,2.0,True,McLaren,4404.016,,1,,,,False,True
4981.175,PIA,81,,20.0,5.0,,4612.423,,,,,,,,,,,False,SOFT,3.0,True,McLaren,4494.073,,152,,,,False,False
5089.533,PIA,81,,21.0,6.0,4981.175,,,20.068,47.4,,5042.16,5089.728,252.0,275.0,285.0,176.0,False,SOFT,1.0,False,McLaren,4981.175,,1,,,,False,False
5169.855,PIA,81,80.322,22.0,6.0,,,28.196,17.565,34.561,5117.729,5135.294,5169.855,265.0,275.0,303.0,294.0,True,SOFT,2.0,False,McLaren,5089.533,,1,,,,False,True
5354.066,PIA,81,,23.0,6.0,,5257.704,31.041,20.45,,5201.025,5221.386,,253.0,274.0,,286.0,False,SOFT,3.0,False,McLaren,5169.855,,1,,,,False,False
5449.32,PIA,81,95.254,24.0,7.0,5356.707,,37.343,20.017,37.894,5391.409,5411.426,5449.32,256.0,270.0,285.0,171.0,False,SOFT,1.0,True,McLaren,5354.066,,1,,,,False,False
5528.7,PIA,81,79.38,25.0,7.0,,,27.737,17.655,33.988,5477.057,5494.712,5528.7,263.0,265.0,298.0,294.0,True,SOFT,2.0,True,McLaren,5449.32,,1,,,,False,True
969.95,NOR,1,126.258,1.0,1.0,853.07,,61.485,20.141,44.632,905.242,925.475,970.217,259.0,277.0,279.0,117.0,False,SOFT,1.0,True,McLaren,853.07,,1,,,,False,False
1051.182,NOR,1,81.232,2.0,1.0,,,28.774,17.849,34.609,998.724,1016.573,1051.182,263.0,277.0,295.0,289.0,True,SOFT,2.0,True,McLaren,969.95,,1,,,,False,True
1160.906,NOR,1,109.724,3.0,1.0,,,38.668,22.908,48.148,1089.85,1112.758,1160.906,211.0,244.0,279.0,240.0,False,SOFT,3.0,True,McLaren,1051.182,,1,,,,False,True
1258.39,NOR,1,97.484,4.0,1.0,,,33.785,20.231,43.468,1194.691,1214.922,1258.39,212.0,274.0,275.0,250.0,False,SOFT,4.0,True,McLaren,1160.906,,1,,,,False,True
1338.838,NOR,1,80.448,5.0,1.0,,,28.195,17.929,34.324,1286.585,1304.514,1338.838,271.0,260.0,301.0,288.0,True,SOFT,5.0,True,McLaren,1258.39,,1,,,,False,True
1907.118,NOR,1,,6.0,1.0,,1444.642,33.518,,,1372.52,,,218.0,,,250.0,False,SOFT,6.0,True,McLaren,1338.838,,125,,,,False,False
2005.536,NOR,1,,7.0,2.0,1907.118,,,20.382,37.64,,1968.007,2005.782,251.0,270.0,257.0,174.0,False,SOFT,7.0,False,McLaren,1907.118,,1,,,,False,False
2100.59,NOR,1,95.054,8.0,2.0,,,30.482,19.839,44.733,2036.018,2055.857,2100.59,257.0,274.0,281.0,243.0,False,SOFT,8.0,False,McLaren,2005.536,,1,,,,False,True
2193.392,NOR,1,92.802,9.0,2.0,,,29.799,22.215,40.788,2130.389,2152.604,2193.392,240.0,253.0,280.0,290.0,False,SOFT,9.0,False,McLaren,2100.59,,1,,,,False,True
